,flat_street,flat_price,flat_room_count,flat_area,flat_district
3193,"Оболонський просп., 34",13000,3,67.0,Оболонський
3194,"Щусєва академіка вул., 17/8",11000,3,65.0,Шевченківський
3195,"Милославська вул., 2",6500,1,33.0,Деснянський
3196,"Героїв Дніпра вул., 71",10000,2,48.0,Оболонський
3197,"Теліги Олени вул., 45",5000,1,24.0,Шевченківський
3198,"Юрківська вул., 34А",19000,2,55.0,Подільський
3199,"Глибочицька вул., 13",18000,2,60.0,Шевченківський
3200,"Коперника вул., 3",21000,2,50.0,Шевченківський
3201,"Львівська, 15",13500,1,45.0,Святошинський
3202,"Николая Голего вул. (Лебедєва-Кумача), 28",5500,1,22.0,Солом'янський
3203,"Саперно-Слобідська вул., 8",6500,1,41.0,Голосіївський
3204,"Ахматової Анни вул., 46",17000,3,107.0,Дарницький
3205,"Тичини Павла просп., 20",9500,1,34.0,Дніпровський
3206,"Лесі Українки бульв., 19",12000,2,46.0,Печерський
3207,"Предславянська, 42",33300,1,50.0,Печерський
3208,"Бударіна, 3а",6000,2,63.0,Святошинський
3209,"Микільсько-Ботанічна вул., 31",8000,1,44.0,Голосіївський
3210,"Миколи Міхновського бульв. (Дружби Народів), 14-16",22000,3,100.0,Печерський
3211,"Миколи Міхновського бульв. (Дружби Народів), 25",14000,3,60.0,Печерський
3212,"Дубініна Володі вул., 2",18000,2,56.0,Голосіївський
3213,"Градинська вул., 7",8500,1,50.0,Деснянський
3214,"Дніпровська наб., 23",19500,4,140.0,Дарницький
3215,"Гайдай Зої вул., 2",9000,1,40.0,Оболонський
3216,"Златоустівська вул., 1",8500,2,47.0,Шевченківський
3217,"Володимира Івасюка просп. (Героїв Сталінграда), 60",13500,2,60.0,Оболонський
3218,"Бориса Гмирі вул., 14",14000,2,60.0,Дарницький
3219,"Братиславська вул., 14",9000,1,36.0,Деснянський
3220,"Шота Руставелі вул., 44",27000,3,80.0,Печерський
3221,"Наумова генерала вул., 66",10000,1,37.4,Святошинський
3222,"Софії Русової вул., 3в",12990,2,63.0,Дарницький
3223,"Регенераторна вул., 4к3",17990,3,82.0,Дніпровський
3224,"Регенераторна вул., 4к1",13990,2,65.0,Дніпровський
3225,"Хорольська вул., 10",5990,2,47.0,Дніпровський
3226,"Васильченка вул., 6",6990,2,45.0,Солом'янський
3227,"Григоренка Петра просп., 38а",8500,1,37.0,Дарницький
3228,"Березняківська вул., 24",9000,2,52.0,Дніпровський
3229,"Бучми Амвросія вул., 5/1",11500,2,52.0,Дніпровський
3230,"Кубанської України вул. (Жукова маршала), 33",6500,2,45.0,Деснянський
3231,"Липківского Василя вул. (Урицького), 9",8800,2,47.0,Солом'янський
3232,"Вінграновського Миколи вул., 2",10000,2,70.0,Дарницький
3233,"Олександра Архипенка вул. (Залки Мате), 5а",10000,2,45.0,Оболонський
3234,"Мартиросяна вул., 11",11000,1,36.0,Солом'янський
3235,"Зарічна вул., 3А",14000,1,30.0,Дарницький
3236,"Андрія Аболмасова вул. (Панельна), 4А",14999,1,42.8,Дніпровський
3237,"Ревуцького вул., 40 В",14000,1,42.0,Дарницький
3238,"Балтійський пров., 3А",10990,1,43.0,Оболонський
3239,"Кубанської України вул. (Жукова маршала), 15/13",7000,1,32.0,Деснянський
3240,"Генерала Генадія Воробйова вул. (Курська), 20",10000,3,57.6,Солом'янський
3241,"Екстер Олександри  вул. (Цвєтаєвої Марини), 12",9000,3,86.0,Деснянський
3242,"Тимошенка маршала вул., 29",15000,2,75.0,Оболонський
3243,"Закревського Миколи вул., 99",12000,3,98.2,Деснянський
3244,"Екстер Олександри  вул. (Цвєтаєвої Марини), 8",5500,1,41.0,Деснянський
3245,"Червоної Калини просп. (Маяковського Володимира), 26б",7000,1,36.0,Деснянський
3246,"Поповича космонавта вул. (Волкова космонавта), 20а",8000,2,45.0,Деснянський
3247,"Оболонський просп., 37",7500,1,20.0,Оболонський
3249,"Регенераторна вул., 4",12000,1,41.0,Дніпровський
3250,"Здолбунівська вул., 7а",11000,3,73.0,Дарницький
3251,"Богданівська вул., 4",11000,2,56.0,Солом'янський
3252,"Правди просп., 78",6500,1,35.0,Подільський
3253,"Дегтярівська вул., 58",9000,2,47.0,Шевченківський
3254,"Григоренка Петра просп., 16",10000,2,63.0,Дарницький
3255,"Глибочицька вул., 13",25900,1,36.0,Шевченківський
3256,"Липківского Василя вул. (Урицького), 38-а",44400,1,52.0,Солом'янський
3257,"Глибочицька вул., 13",40700,2,58.0,Шевченківський
3258,"Дегтярівська вул., 30В ",16000,3,70.0,Шевченківський
3259,"Чорновола В'ячеслава вул., 16",18000,2,58.0,Шевченківський
3260,"Дніпровська наб., 1а",30000,3,110.0,Дніпровський
3261,"Ахматової Анни вул., 22",10000,1,46.0,Дарницький
3262,"Миколи Волковича вул. (Боткіна), 4",17990,4,164.0,Солом'янський
3263,"Туманяна Ованеса вул., 15а",16650,1,55.0,Дніпровський
3264,"Драгомирова вул., 12",27750,2,86.0,Печерський
3265,"Володимира Івасюка просп. (Героїв Сталінграда), 3",31450,3,90.0,Оболонський
3266,"Чавдар Єлизавети вул., 1",31999,3,107.0,Дарницький
3267,"Урлівська вул., 11/44",26000,3,120.0,Дарницький
3268,"Окіпної Раїси вул., 18",37000,1,70.0,Дніпровський
3269,"Кошиця Олександра вул., 7",8000,3,72.0,Дарницький
3270,"Пушкінська вул., 1-3/5",55500,5,190.0,Шевченківський
3271,"Григоренка Петра просп., 22/20",14500,1,57.0,Дарницький
3272,"Кондратюка Юрія вул., 4",4500,1,25.0,Оболонський
3273,"Львівська вул., 26а",15000,2,82.0,Святошинський
3274,"Вернадського академіка бульв., 14а",10000,2,46.0,Святошинський
3275,"Вишгородська вул., 42б/2",39000,3,110.5,Подільський
3276,"Червоноткацька вул., 43",15000,2,81.0,Дніпровський
3278,"Іоана Павла II вул. (Лумумби Патріса), 11",37000,1,57.0,Печерський
3279,"Джона Маккейна вул. (Кудрі Івана), 42",40700,2,45.0,Печерський
3280,"Євгена Коновальця вул. (Щорса), 15",25000,3,68.0,Печерський
3281,"Юрія Іллєнка вул. (Мельникова), 85",5000,1,32.0,Шевченківський
3282,"Тираспольська вул., 47",15000,3,90.0,Подільський
3283,"Берестейський просп. (Перемоги), 67",20000,3,68.0,Святошинський
3284,"Драгомирова вул., 17В",33300,2,46.0,Печерський
3285,"Регенераторна вул., 4к3",15540,2,62.0,Дніпровський
3288,"Василя Тютюнника вул. (Барбюса Анрі), 53",25000,1,42.0,Печерський
3289,"Лебедєва академіка вул., 1",15000,1,52.0,Голосіївський
3290,"Хмельницького Богдана вул., 41",37500,4,155.0,Шевченківський
3291,"Повітрофлотський просп., 23",22000,3,83.0,Солом'янський
